영업중,1544-2708,"서울특별시 금천구 시흥대로 202, 3,4층 (시흥동, 대의빌딩)",녹십자요양병원,37.4519673,126.9021171,요양병원(일반요양병원),19,22,131,1636.16,"내과, 정형외과, 가정의학과, 침구과",1-534
영업중,6747-6114,"서울특별시 관악구 관악로 1, 지1~3층 (신림동)",관악서울대학교치과병원,37.45425061,126.9502884,치과병원,9,0,0,1899.45,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과",2-817
영업중,02-896-2114,"서울특별시 금천구 시흥대로 230, 서평빌딩 5,6,7층 (시흥동)",서울대효병원,37.45442929,126.9012488,병원,28,27,110,1911.12,"내과, 신경과, 재활의학과, 한방재활의학과",3-171
영업중,28911801,서울특별시 금천구 시흥대로 239 (시흥동),뉴연세여성병원,37.45521246,126.8999472,병원,5,16,31,1825.33,"내과, 성형외과, 산부인과, 소아청소년과, 피부과",4-570
영업중,02-804-0002,서울특별시 금천구 시흥대로 244 (시흥동),희명병원,37.45566734,126.9005605,종합병원,120,52,242,7057.48,"내과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과",5-564
영업중,02-570-8000,서울특별시 서초구 헌릉로 260 (내곡동),서울특별시어린이병원,37.45529233,127.0688168,병원,150,39,208,23954.43,"구강내과, 소아치과, 치과, 재활의학과, 영상의학과, 소아청소년과, 정신건강의학과",6-465
영업중,02-6081-2114,"서울특별시 서초구 양재대로 54, 지1,2층, 2~9층 (우면동, 서초참병원)",의료법인 참예원의료재단 서초참요양병원,37.45976449,127.025361,요양병원(일반요양병원),51,90,156,7495.73,"내과, 신경과, 재활의학과, 가정의학과, 한방내과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 구강악안면외과, 치과보철과, 치주과, 치과보존과, 구강내과",7-233
영업중,02-6053-2114,"서울특별시 강남구 헌릉로590길 60 (세곡동, 강남구립 행복요양병원)",의료법인참예원의료재단강남구립행복요양병원,37.46117744,127.1033233,요양병원(일반요양병원),84,71,307,12289.36,"내과, 신경과, 외과, 재활의학과, 한방내과, 한방신경정신과, 한방재활의학과, 침구과, 구강악안면외과, 치과보철과, 치주과, 치과보존과, 구강내과",8-387
영업중,805-6797,서울특별시 금천구 범안로 1191 (독산동),성신고려요양병원,37.46675039,126.89408,요양병원(일반요양병원),17,17,89,1357.29,"내과, 정형외과, 신경외과, 재활의학과",9-533
영업중,02-858-0067,서울특별시 금천구 시흥대로114길 5 (독산동),아카시아병원,37.46808921,126.8985495,병원,14,15,41,1013.87,"정형외과, 신경외과, 마취통증의학과, 영상의학과",10-658
영업중,02-2111-9700,"서울특별시 금천구 시흥대로 421 (독산동, 건국빌딩)",서울바른세상병원,37.47106605,126.8974732,병원,64,22,114,4155.05,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",11-12
폐업,575-1850,서울특별시 서초구 논현로1길 13 (양재동),함춘요양병원,37.47198448,127.0500636,요양병원(일반요양병원),11,17,49,1135.47,"가정의학과, 재활의학과, 비뇨의학과, 안과, 피부과, 내과, 신경과, 정신건강의학과",12-986
영업중,02-3461-4320,"서울특별시 강남구 논현로2길 30 (개포동, 지하2층~1층, 지상1층~6층)",큰사랑요양병원,37.4730109,127.0527328,요양병원(일반요양병원),17,34,99,2347.38,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",13-21
폐업,571-4320,"서울특별시 강남구 논현로2길 30, 지하1층, 1~6층 (개포동)",큰사랑노인전문병원,37.4730109,127.0527328,요양병원(일반요양병원),22,29,131,1684,"가정의학과, 정신건강의학과, 신경과, 내과",14-411
영업중,1577-7015,"서울특별시 금천구 시흥대로139길 8, 새움병원 (독산동)",새움병원,37.47305331,126.8976559,병원,71,29,100,4644.95,"내과, 신경과, 정신건강의학과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",15-110
영업중,218997272,서울특별시 관악구 난곡로 215 (신림동),조인트힐병원,37.4737413,126.9175556,병원,16,9,32,972,"내과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",16-306
영업중,6388-8114,서울특별시 서초구 남부순환로 2151 (방배동),대항병원,37.47558272,126.9879546,병원,146,33,81,6695.68,"내과, 외과, 흉부외과, 마취통증의학과, 산부인과, 비뇨의학과, 영상의학과, 병리과, 가정의학과",17-553
영업중,02-3427-8275,"서울특별시 관악구 남현길 7, 한일프라자 4, 6층 (남현동)",더웰샘한방병원,37.47606737,126.9776976,한방병원,3,9,30,238.92,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",18-956
